,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
52,52,10062,15868,"He had been travelling for eight years and was now heading south towards Delhi, the capital of the Sultan of Hindustan.",0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0,head south,literal,inflection,PRON VERB VERB VERB ADP NUM NOUN CCONJ VERB ADV VERB ADV ADP PROPN DET NOUN ADP DET PROPN ADP PROPN,1,"He had been travelling for eight years and was now  heading south  towards Delhi, the capital of the Sultan of Hindustan.",False
53,53,28469,42134,"Well, about, I don't know how long ago but we were stuck under the table for some time and er eventually we could hear this whirring noise like, you know and er I, I was a bit more daring than me brothers and I sneaked out and went out to the backdoor, an and looked up and there I could see this er Zeppelin in the sky, you know!",0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,under the table,literal,identical,INTJ ADV PRON VERB VERB ADV ADV ADV CCONJ PRON VERB VERB ADP DET NOUN ADP DET NOUN CCONJ INTJ ADV PRON VERB VERB DET VERB NOUN ADP PRON VERB CCONJ INTJ PRON PRON VERB DET NOUN ADV ADJ ADP PRON NOUN CCONJ PRON VERB PART CCONJ VERB PART ADP DET NOUN DET CCONJ VERB PART CCONJ ADV PRON VERB VERB DET INTJ PROPN ADP DET NOUN PRON VERB,1,"Well, about, I don't know how long ago but we were stuck  under the table  for some time and er eventually we could hear this whirring noise like, you know and er I, I was a bit more daring than me brothers and I sneaked out and went out to the backdoor, an and looked up and there I could see this er Zeppelin in the sky, you know!",False
54,54,20946,31432,"Then, abruptly, without a word, he turned away, picked up a piece of copy, and began to correct it with short, violent strokes and swirls of his pen.",0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,pick up the pieces,literal,combined-inflection,ADV ADV ADP DET NOUN PRON VERB ADV VERB PART DET NOUN ADP NOUN CCONJ VERB PART VERB PRON ADP ADJ ADJ NOUN CCONJ NOUN ADP ADJ NOUN,1,"Then, abruptly, without a word, he turned away,  picked up a piece  of copy, and began to correct it with short, violent strokes and swirls of his pen.",False
55,55,5031,8063,"Still, fortunately we did the right thing.",0 0 0 1 0 1 1,do the right thing,literal,inflection,ADV ADV PRON VERB DET ADJ NOUN,1,"Still, fortunately we  did the right thing. ",False
56,56,19666,29815,It wasn't until she was completely out of his sight that she allowed herself to break into a swift trot.,0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0,out of sight,literal,insertion-other,PRON VERB ADP PRON VERB ADV ADP ADP ADJ NOUN ADP PRON VERB PRON PART VERB ADP DET ADJ NOUN,1,It wasn't until she was completely  out of his sight  that she allowed herself to break into a swift trot.,False
57,57,28527,42192,"We may now understand better, too, why my father was so fond of the story of the butler who failed to panic on discovering a tiger under the dining table ; it was because he knew instinctively that somewhere in this story lay the kernel of what true ' dignity ' is.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,under the table,literal,insertion-other,PRON VERB ADV VERB ADJ ADV ADV ADJ NOUN VERB ADV ADJ ADP DET NOUN ADP DET NOUN NOUN VERB PART VERB ADP VERB DET NOUN ADP DET NOUN NOUN PUNCT PRON VERB ADP PRON VERB ADV ADP ADV ADP DET NOUN VERB DET NOUN ADP NOUN ADJ PUNCT NOUN PUNCT VERB,1,"We may now understand better, too, why my father was so fond of the story of the butler who failed to panic on discovering a tiger  under the dining table  ; it was because he knew instinctively that somewhere in this story lay the kernel of what true ' dignity ' is.",False
58,58,13697,20759,"To join the Herald Junior Club, you need to be aged up to 12 years.",0 1 0 0 0 1 0 0 0 0 0 0 0 0 0,join the club,literal,combined-other,PART VERB DET PROPN PROPN PROPN PRON VERB PART VERB VERB PART PART NUM NOUN,1,"To  join the Herald Junior Club,  you need to be aged up to 12 years.",False
59,59,18266,27555,"The Society of Motor Manufacturers and Traders states that conversion costs between £ 5 and £ 35, depending on the make and registration of your car.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0,on the make,literal,identical,DET PROPN ADP PROPN PROPN CCONJ PROPN VERB ADP NOUN VERB ADP SYM NUM CCONJ SYM NUM VERB ADP DET NOUN CCONJ NOUN ADP ADJ NOUN,1,"The Society of Motor Manufacturers and Traders states that conversion costs between £ 5 and £ 35, depending  on the make  and registration of your car.",False
60,60,20308,30710,"Time to leave the village now ; I drive over the hill into the next valley, past brown winter hills scarred with peat diggings and with the occasional relief of green patches of sphagnum moss.",0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,over the hill,literal,identical,NOUN PART VERB DET NOUN ADV PUNCT PRON VERB ADP DET NOUN ADP DET ADJ NOUN ADJ ADJ NOUN NOUN VERB ADP NOUN NOUN CCONJ ADP DET ADJ NOUN ADP ADJ NOUN ADP NOUN NOUN,1,"Time to leave the village now ; I drive  over the hill  into the next valley, past brown winter hills scarred with peat diggings and with the occasional relief of green patches of sphagnum moss.",False
61,61,19110,28399,"Serve on squares of bread, or with bread for mopping it up yourself.",0 1 1 0 0 0 0 0 0 0 0 0 0,on the square,literal,deletion-determiner,VERB ADP NOUN ADP NOUN CCONJ ADP NOUN ADP VERB PRON ADP PRON,1,"Serve  on squares  of bread, or with bread for mopping it up yourself.",False
62,62,27157,40451,"It must have been at the very time of the proceedings against Myln that the archbishop of St Andrews received the earl of Argyll's answers to his letter of admonition of 31 March 1558, in which he warned the earl of the dangers of his support for Protestantism.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,to the letter,literal,determiner-broad,PRON VERB VERB VERB ADP DET ADJ NOUN ADP DET NOUN ADP PROPN ADP DET NOUN ADP PROPN PROPN VERB DET NOUN ADP PROPN NOUN ADP ADJ NOUN ADP NOUN ADP NUM PROPN NUM ADP ADJ PRON VERB DET NOUN ADP DET NOUN ADP ADJ NOUN ADP PROPN,1,"It must have been at the very time of the proceedings against Myln that the archbishop of St Andrews received the earl of Argyll's answers  to his letter  of admonition of 31 March 1558, in which he warned the earl of the dangers of his support for Protestantism.",False
63,63,22501,33649,And now to a village where the church bells have been rung properly for the first time in twenty years.,0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0,ring a bell,literal,misc,CCONJ ADV ADP DET NOUN ADV DET NOUN NOUN VERB VERB VERB ADV ADP DET ADJ NOUN ADP NUM NOUN,1,And now to a village where the church  bells have been rung  properly for the first time in twenty years.,False
64,64,10705,16879,‘ I screwed her in a hot - air balloon.,0 0 0 0 0 0 1 0 1 0,hot air,literal,dashes,PUNCT PRON VERB PRON ADP DET ADJ PUNCT NOUN NOUN,1,‘ I screwed her in a  hot - air  balloon.,False
65,65,10103,15909,The A sixty one is is heading due south.,0 0 0 0 0 0 1 0 1,head south,literal,combined-inflection,DET PROPN NUM NOUN VERB VERB VERB ADJ ADV,1,The A sixty one is is  heading due south. ,False
66,66,1103,1476,Israel's Debacle at Sea,0 0 1 1,at sea,literal,case,PROPN NOUN ADP PROPN,1,Israel's Debacle  at Sea ,False
67,67,17918,27206,"What was even ' funnier ' was when I went into the car i thought I d switch it to radio 5, to see how they could manage to report on a different game as usual.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0,on the game,literal,combined-other,NOUN VERB ADV PUNCT ADJ PUNCT VERB ADV PRON VERB ADP DET NOUN PRON VERB PRON VERB VERB PRON ADP NOUN NUM PART VERB ADV PRON VERB VERB PART VERB ADP DET ADJ NOUN ADP ADJ,1,"What was even ' funnier ' was when I went into the car i thought I d switch it to radio 5, to see how they could manage to report  on a different game  as usual.",False
68,68,15561,23791,"And there these twelve men and two boys, who, with nothing much but bare hands, the sailor man's gift for improvisation, and their indomitable guts, had fought sea and fire for their ship and won, were cared for and each of them given his heart's desire.",0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,man and boy,literal,combined-inflection,CCONJ ADV DET NUM NOUN CCONJ NUM NOUN NOUN ADP NOUN ADJ CCONJ ADJ NOUN DET NOUN NOUN NOUN ADP NOUN CCONJ ADJ ADJ NOUN VERB VERB NOUN CCONJ NOUN ADP ADJ NOUN CCONJ VERB VERB VERB ADP CCONJ DET ADP PRON VERB ADJ NOUN NOUN,1,"And there these twelve  men and two boys,  who, with nothing much but bare hands, the sailor man's gift for improvisation, and their indomitable guts, had fought sea and fire for their ship and won, were cared for and each of them given his heart's desire.",False
69,69,13752,20814,A player joining a new club during the close season or after the season starts will have to wait 30 days if joining a club two leagues higher or lower before he plays for that club in a Courage league game or 120 days if joining a club on the same level or one league higher or lower before he plays for that in a league game ; he waits 180 days if he is not a British passport holder.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,join the club,literal,combined-inflection,DET NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADP DET NOUN NOUN VERB VERB PART VERB NUM NOUN ADP VERB DET NOUN NUM NOUN ADJ CCONJ ADJ ADP PRON VERB ADP DET NOUN ADP DET PROPN NOUN NOUN CCONJ NUM NOUN ADP VERB DET NOUN ADP DET ADJ NOUN CCONJ NUM NOUN ADJ CCONJ ADJ ADP PRON VERB ADP DET ADP DET NOUN NOUN PUNCT PRON VERB NUM NOUN ADP PRON VERB ADV DET ADJ NOUN NOUN,1,A player joining a new club during the close season or after the season starts will have to wait 30 days if  joining a club  two leagues higher or lower before he plays for that club in a Courage league game or 120 days if joining a club on the same level or one league higher or lower before he plays for that in a league game ; he waits 180 days if he is not a British passport holder.,False
70,70,17293,26441,"He 'd been found Iying face down too, and the only sign of what had happened was a slight discoloration on the back of his jacket, as though some of the red dye from the trimming had leached on to the body of the black fabric.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the back of,literal,identical,PRON VERB VERB VERB PROPN NOUN ADV ADV CCONJ DET ADJ NOUN ADP NOUN VERB VERB VERB DET ADJ NOUN ADP DET NOUN ADP ADJ NOUN ADP ADP DET ADP DET ADJ NOUN ADP DET VERB VERB VERB PART ADP DET NOUN ADP DET ADJ NOUN,1,"He 'd been found Iying face down too, and the only sign of what had happened was a slight discoloration  on the back of  his jacket, as though some of the red dye from the trimming had leached on to the body of the black fabric.",False
71,71,18376,27665,"Er how did he expect the poor the people to live and pay mortgage and er, you know all this and that on dole money!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,on the money,literal,determiner-broad,INTJ ADV VERB PRON VERB DET ADJ DET NOUN PART VERB CCONJ VERB NOUN CCONJ INTJ PRON VERB ADJ DET CCONJ ADP ADP ADJ NOUN,1,"Er how did he expect the poor the people to live and pay mortgage and er, you know all this and that  on dole money! ",False
72,72,28447,42112,"Iris opened her mouth to contradict, but Melissa nudged her under the table.",0 0 0 0 0 0 0 0 0 0 1 0 1,under the table,literal,identical,NOUN VERB ADJ NOUN PART VERB CCONJ PROPN VERB PRON ADP DET NOUN,1,"Iris opened her mouth to contradict, but Melissa nudged her  under the table. ",False
73,73,29737,44362,"Wick, where the biggest shop is Woolworths and the young girls pass reeking of cigarette smoke, and CHRIST DIED FOR OUR SINS is writ large on the exterior of the Harbour Mission wall.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0,writ large,literal,identical,PROPN ADV DET ADJ NOUN VERB PROPN CCONJ DET ADJ NOUN VERB NOUN ADP NOUN NOUN CCONJ PROPN VERB ADP ADJ PROPN VERB ADV ADJ ADP DET NOUN ADP DET PROPN PROPN NOUN,1,"Wick, where the biggest shop is Woolworths and the young girls pass reeking of cigarette smoke, and CHRIST DIED FOR OUR SINS is  writ large  on the exterior of the Harbour Mission wall.",False
74,74,11619,18451,"My white silk scarf ; the irreplaceable Mobius scarf, the gift of Darren Watt, had been in the missing bag as well.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0,in the bag,literal,insertion-other,ADJ ADJ NOUN NOUN PUNCT DET ADJ PROPN NOUN DET NOUN ADP PROPN PROPN VERB VERB ADP DET VERB NOUN ADV ADV,1,"My white silk scarf ; the irreplaceable Mobius scarf, the gift of Darren Watt, had been  in the missing bag  as well.",False
75,75,12851,19738,"A second type, in dull pink embroidered on khaki serge — see ( 2 ), 2¼in. at widest — was later encountered, certainly as sewn to shoulder slides.",0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the pink,literal,determiner-broad,DET ADJ NOUN ADP ADJ NOUN VERB ADP NOUN VERB PUNCT VERB PUNCT NUM PUNCT NUM ADP ADJ PUNCT VERB ADV VERB ADV ADP VERB PART VERB NOUN,1,"A second type,  in dull pink  embroidered on khaki serge — see ( 2 ), 2¼in. at widest — was later encountered, certainly as sewn to shoulder slides.",False
76,76,3225,4914,"By the same token, they say that the devil is actively at work as a supernatural force.",1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0,by the same token,literal,case,ADP DET ADJ NOUN PRON VERB ADP DET NOUN VERB ADV ADP NOUN ADP DET ADJ NOUN,1," By the same token,  they say that the devil is actively at work as a supernatural force.",False
77,77,28619,42296,"And the Postman's spectacle was covered in greenflies from the vigorous activity up the tree : "" No, but I says to him "" — "" Really, all right "" — "" Well "" — "" and "" — "" Oh, you 've done it "" — "" Must go down to the "" — "" Taps, got to get some "" went the song to the rhythm of empty beer bottles dropping into the side pocket receptacles of tree - holder number 29 on the dustmen's route — and the tip - holding pockets for the dustmen were not full or anything cos the ladies had all forgotten their purses, and the paper, folding, crumpled, torn money had long since fluttered down from their knicker - elastic banks.",0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,up a tree,literal,determiner-narrow,CCONJ DET PROPN NOUN VERB VERB ADP NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT PUNCT INTJ CCONJ PRON VERB ADP PRON PUNCT PUNCT PUNCT ADV ADV ADJ PUNCT PUNCT PUNCT ADJ PUNCT PUNCT PUNCT CCONJ PUNCT PUNCT PUNCT INTJ PRON VERB VERB PRON PUNCT PUNCT PUNCT VERB VERB ADV ADP DET PUNCT PUNCT PUNCT NOUN VERB PART VERB DET PUNCT VERB DET NOUN ADP DET NOUN ADP ADJ NOUN NOUN VERB ADP DET ADJ NOUN NOUN ADP NOUN PUNCT NOUN NOUN NUM ADP DET NOUN NOUN PUNCT CCONJ DET NOUN PUNCT VERB NOUN ADP DET NOUN VERB ADV ADJ CCONJ NOUN ADP DET NOUN VERB DET VERB ADJ NOUN CCONJ DET NOUN VERB VERB ADJ NOUN VERB ADV ADP VERB PART ADP ADJ NOUN PUNCT ADJ NOUN,1,"And the Postman's spectacle was covered in greenflies from the vigorous activity  up the tree  : "" No, but I says to him "" — "" Really, all right "" — "" Well "" — "" and "" — "" Oh, you 've done it "" — "" Must go down to the "" — "" Taps, got to get some "" went the song to the rhythm of empty beer bottles dropping into the side pocket receptacles of tree - holder number 29 on the dustmen's route — and the tip - holding pockets for the dustmen were not full or anything cos the ladies had all forgotten their purses, and the paper, folding, crumpled, torn money had long since fluttered down from their knicker - elastic banks.",False
78,78,8347,13303,now go all the way along and around and all the way back and stop.,0 1 1 0 1 0 0 0 0 0 0 0 0 0 0,go all the way,literal,identical,ADV VERB ADJ DET NOUN ADV CCONJ ADV CCONJ ADJ DET NOUN ADV CCONJ VERB,1,now  go all the way  along and around and all the way back and stop.,False
79,79,16532,25500,Tom was easy to spot in the crowd wearing his daggy old bucket hat.,0 0 0 0 0 0 0 0 0 0 0 1 0 1,old hat,literal,insertion-other,PROPN VERB ADJ PART VERB ADP DET NOUN VERB ADJ ADJ ADJ NOUN NOUN,1,Tom was easy to spot in the crowd wearing his daggy  old bucket hat. ,False
80,80,17584,26732,"The Z86017 general purpose peripheral adaptor provides the PCMCIA bus interface and control logic needed to implement peripheral functions such as hard disk controllers, Flash memory cards, facsimile modems, keyboards, and local area networks on a PCMCIA card ; the Z86017 will function over a 3V to 5.5V power supply, includes a 256-byte attribute memory for defining which function the card is designed to implement, and costs $ 7 in large volumes ; samples are out now.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the cards,literal,combined-inflection,DET PROPN ADJ NOUN ADJ NOUN VERB DET PROPN NOUN NOUN CCONJ NOUN NOUN VERB PART VERB ADJ NOUN ADJ ADP ADJ NOUN NOUN PROPN NOUN NOUN ADJ NOUN NOUN CCONJ ADJ NOUN NOUN ADP DET PROPN NOUN PUNCT DET PROPN VERB VERB ADP DET NOUN ADP NUM NOUN NOUN VERB DET NUM NOUN NOUN ADP VERB ADJ NOUN DET NOUN VERB VERB PART VERB CCONJ VERB SYM NUM ADP ADJ NOUN PUNCT NOUN VERB ADV ADV,1,"The Z86017 general purpose peripheral adaptor provides the PCMCIA bus interface and control logic needed to implement peripheral functions such as hard disk controllers, Flash memory cards, facsimile modems, keyboards, and local area networks  on a PCMCIA card  ; the Z86017 will function over a 3V to 5.5V power supply, includes a 256-byte attribute memory for defining which function the card is designed to implement, and costs $ 7 in large volumes ; samples are out now.",False
