,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,score
86,86.0,17482,26630,One afternoon I had seen him painfully sewing on a shirt - button.,0 0 0 0 0 0 0 0 1 0 0 0 1,on the button,literal,combined-other,NUM NOUN PRON VERB VERB PRON ADV VERB ADP DET NOUN PUNCT NOUN,1.0,One afternoon I had seen him painfully sewing [PET_BOUNDARY] on a shirt - button. [PET_BOUNDARY],0,,,,,,,
82,82.0,15538,23740,"The final wave of the initial assault, LC Mechanised carrying jeeps and tanks, went by at 0415, making a bow wave that flirted the canoe aside, and a quarter of an hour later this canoe team followed the craft ashore.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make waves,literal,combined-inflection,DET ADJ NOUN ADP DET ADJ NOUN PROPN PROPN VERB NOUN CCONJ NOUN VERB ADV ADP NUM VERB DET NOUN NOUN ADJ VERB DET NOUN ADV CCONJ DET NOUN ADP DET NOUN ADV DET NOUN NOUN VERB DET NOUN ADV,1.0,"The final wave of the initial assault, LC Mechanised carrying jeeps and tanks, went by at 0415, [PET_BOUNDARY] making a bow wave [PET_BOUNDARY] that flirted the canoe aside, and a quarter of an hour later this canoe team followed the craft ashore.",0,,,,,,,
517,517.0,13479,20366,"Instantly 20 soldiers buried their massively muscled pincers in my stick, possibly never to let go, while dozens more swarmed up the stick causing me to let go with alacrity.",0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the sticks,literal,combined-inflection,ADV NUM NOUN VERB ADJ ADV VERB NOUN ADP ADJ NOUN ADV ADV PART VERB VERB ADP NOUN ADV VERB PART DET NOUN VERB PRON PART VERB VERB ADP NOUN,1.0,"Instantly 20 soldiers buried their massively muscled pincers [PET_BOUNDARY] in my stick, [PET_BOUNDARY] possibly never to let go, while dozens more swarmed up the stick causing me to let go with alacrity.",0,,,,,,,
934,934.0,23670,35235,' I was on my way down to Les Hiboux when I saw a light in the trees.,0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0,see the light,literal,combined-inflection,PUNCT PRON VERB ADP ADJ NOUN ADV ADP PROPN PROPN ADV PRON VERB DET NOUN ADP DET NOUN,1.0,' I was on my way down to Les Hiboux when I [PET_BOUNDARY] saw a light [PET_BOUNDARY] in the trees.,0,,,,,,,
97,97.0,9954,15730,"I can try first thing Monday, but maybe Tom has Tony's home number??",0 0 0 0 0 0 0 0 0 1 1 0 1,have someone's number,literal,combined-inflection,PRON VERB VERB ADJ NOUN PROPN CCONJ ADV PROPN VERB PROPN NOUN NOUN,1.0,"I can try first thing Monday, but maybe Tom [PET_BOUNDARY] has Tony's home number?? [PET_BOUNDARY]",0,,,,,,,
414,414.0,5164,8197,"' Carl says you can do tricks with ladders, ' laughs Theodore Bixman.",0 0 0 0 0 1 1 0 0 0 0 0 0,do the trick,literal,deletion-determiner,PUNCT PROPN VERB PRON VERB VERB NOUN ADP NOUN PUNCT VERB PROPN PROPN,1.0,"' Carl says you can [PET_BOUNDARY] do tricks [PET_BOUNDARY] with ladders, ' laughs Theodore Bixman.",0,,,,,,,
836,836.0,12766,19614,"The historic town of Oundle, one of the most attractive market towns in the County, is set in a loop of the River Nene.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,in the loop,literal,determiner-narrow,DET ADJ NOUN ADP PROPN NUM ADP DET ADV ADJ NOUN NOUN ADP DET PROPN VERB VERB ADP DET NOUN ADP DET PROPN PROPN,1.0,"The historic town of Oundle, one of the most attractive market towns in the County, is set [PET_BOUNDARY] in a loop [PET_BOUNDARY] of the River Nene.",0,,,,,,,
176,176.0,18999,28288,"A great church, lofty and beautiful, was built on the shelf of rock ; a monastery of size and standing was set about it.",0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,on the shelf,literal,identical,DET ADJ NOUN ADJ CCONJ ADJ VERB VERB ADP DET NOUN ADP NOUN PUNCT DET NOUN ADP NOUN CCONJ NOUN VERB VERB ADP PRON,1.0,"A great church, lofty and beautiful, was built [PET_BOUNDARY] on the shelf [PET_BOUNDARY] of rock ; a monastery of size and standing was set about it.",0,,,,,,,
3,3.0,5483,8624,"If your bottom dweller hides all day and feeds when you 're in bed, ensure a supply of food by sliding pellet or tablet food down a tube into his lair — which will stop other greedy fish getting it.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,down the tubes,literal,combined-inflection,ADP ADJ ADJ NOUN VERB DET NOUN CCONJ VERB ADV PRON VERB ADP NOUN VERB DET NOUN ADP NOUN ADP VERB NOUN CCONJ VERB NOUN ADP DET NOUN ADP ADJ NOUN PUNCT ADJ VERB VERB ADJ ADJ NOUN VERB PRON,1.0,"If your bottom dweller hides all day and feeds when you 're in bed, ensure a supply of food by sliding pellet or tablet food [PET_BOUNDARY] down a tube [PET_BOUNDARY] into his lair — which will stop other greedy fish getting it.",0,,,,,,,
484,484.0,13503,20390,"Elizabeth's older brother, Richard, 34, had come from Somerset to see the place where his ' little sister ' died — and to join in a defiant swim from the murder beach.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0,in the swim,literal,combined-other,PROPN ADJ NOUN PROPN NUM VERB VERB ADP PROPN PART VERB DET NOUN ADV ADJ PUNCT ADJ NOUN PUNCT VERB PUNCT CCONJ PART VERB ADP DET ADJ NOUN ADP DET NOUN NOUN,1.0,"Elizabeth's older brother, Richard, 34, had come from Somerset to see the place where his ' little sister ' died — and to join [PET_BOUNDARY] in a defiant swim [PET_BOUNDARY] from the murder beach.",0,,,,,,,
840,840.0,21909,32654,"The height of the front wheels is obtained by pushing or pulling up two plastic adjuster plugs on the front of the machine, which adjust the height of the axle.",0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,pull the plug,literal,combined-inflection,DET NOUN ADP DET ADJ NOUN VERB VERB ADP VERB CCONJ VERB PART NUM NOUN NOUN VERB ADP DET NOUN ADP DET NOUN ADJ VERB DET NOUN ADP DET NOUN,1.0,"The height of the front wheels is obtained by pushing or [PET_BOUNDARY] pulling up two plastic adjuster plugs [PET_BOUNDARY] on the front of the machine, which adjust the height of the axle.",0,,,,,,,
280,280.0,8321,13277,Once I went all the way home — but I never went in.,0 0 1 1 0 1 0 0 0 0 0 0 0,go all the way,literal,inflection,ADP PRON VERB ADJ DET NOUN ADV PUNCT CCONJ PRON ADV VERB ADV,1.0,Once I [PET_BOUNDARY] went all the way [PET_BOUNDARY] home — but I never went in.,0,,,,,,,
107,107.0,11584,18416,"It looked as if it should have broken, amongst the pebbles in Adam's bag.",0 0 0 0 0 0 0 0 0 0 0 1 0 1,in the bag,literal,combined-other,PRON VERB ADP ADP PRON VERB VERB VERB ADP DET NOUN ADP PROPN NOUN,1.0,"It looked as if it should have broken, amongst the pebbles [PET_BOUNDARY] in Adam's bag. [PET_BOUNDARY]",0,,,,,,,
247,247.0,20086,30330,See the Breeze ranges now at all Ron Hill stockists and take the sweat out of your running.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,out of the running,literal,determiner-broad,VERB DET PROPN NOUN ADV ADP DET PROPN PROPN VERB CCONJ VERB DET NOUN ADP ADP ADJ NOUN,1.0,See the Breeze ranges now at all Ron Hill stockists and take the sweat [PET_BOUNDARY] out of your running. [PET_BOUNDARY],0,,,,,,,
244,244.0,18829,28118,"Overleaf : The start of the Hoggar Marathon, Algeria ; Above ; Runners with camel escort on a training run.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,on the run,literal,combined-other,NOUN PUNCT DET NOUN ADP DET PROPN PROPN PROPN PUNCT ADV PUNCT NOUN ADP NOUN NOUN ADP DET NOUN NOUN,1.0,"Overleaf : The start of the Hoggar Marathon, Algeria ; Above ; Runners with camel escort [PET_BOUNDARY] on a training run. [PET_BOUNDARY]",0,,,,,,,
189,189.0,18608,27897,"Sometimes the ship moved on the rock, and sometimes pieces of wood fell off into the sea.",0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0,on the rocks,literal,inflection,ADV DET NOUN VERB ADP DET NOUN CCONJ ADV NOUN ADP NOUN VERB PART ADP DET NOUN,1.0,"Sometimes the ship moved [PET_BOUNDARY] on the rock, [PET_BOUNDARY] and sometimes pieces of wood fell off into the sea.",0,,,,,,,
472,472.0,9671,15306,"Sir John Moores, a great Evertonian, is now well into his 90s and nobody has a crystal ball to tell whether the heir, or heirs, will have the same enthusiasm for the club.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,have a ball,literal,combined-inflection,PROPN PROPN PROPN DET ADJ PROPN VERB ADV ADV ADP ADJ NOUN CCONJ NOUN VERB DET NOUN NOUN PART VERB ADP DET NOUN CCONJ NOUN VERB VERB DET ADJ NOUN ADP DET NOUN,1.0,"Sir John Moores, a great Evertonian, is now well into his 90s and nobody [PET_BOUNDARY] has a crystal ball [PET_BOUNDARY] to tell whether the heir, or heirs, will have the same enthusiasm for the club.",0,,,,,,,
940,940.0,28964,43324,Heavily drawn from the days when rock writers wore leather trousers and believed that rock would save the world.,0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0,wear the trousers,literal,combined-inflection,ADV VERB ADP DET NOUN ADV NOUN NOUN VERB NOUN NOUN CCONJ VERB DET NOUN VERB VERB DET NOUN,1.0,Heavily drawn from the days when rock writers [PET_BOUNDARY] wore leather trousers [PET_BOUNDARY] and believed that rock would save the world.,0,,,,,,,
815,815.0,14494,22010,"Most living reptiles and all of the primitive ones lay eggs, and this amniote egg, from which perfectly - formed baby reptiles hatch, marks the complete emancipation from the necessity of returning to water for reproduction.",0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,lay an egg,literal,deletion-determiner,ADJ NOUN NOUN CCONJ DET ADP DET ADJ NOUN VERB NOUN CCONJ DET NOUN NOUN ADP ADJ ADV PUNCT VERB NOUN VERB NOUN VERB DET ADJ NOUN ADP DET NOUN ADP VERB ADP NOUN ADP NOUN,1.0,"Most living reptiles and all of the primitive ones [PET_BOUNDARY] lay eggs, [PET_BOUNDARY] and this amniote egg, from which perfectly - formed baby reptiles hatch, marks the complete emancipation from the necessity of returning to water for reproduction.",0,,,,,,,
336,336.0,16927,25992,His buckle was found on the ice and he stands to gain from his brother's death.,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0,on ice,literal,insertion-determiner,ADJ NOUN VERB VERB ADP DET NOUN CCONJ PRON VERB PART VERB ADP ADJ NOUN NOUN,1.0,His buckle was found [PET_BOUNDARY] on the ice [PET_BOUNDARY] and he stands to gain from his brother's death.,0,,,,,,,
367,367.0,29057,43417,The figure sitting on its far side was a man wearing sand - coloured trousers and a red shirt ; he had reddish - brown hair brushed straight back and looked square - shouldered and sturdy.,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,wear the trousers,literal,combined-inflection,DET NOUN VERB ADP ADJ ADJ NOUN VERB DET NOUN VERB NOUN PUNCT VERB NOUN CCONJ DET ADJ NOUN PUNCT PRON VERB ADJ PUNCT ADJ NOUN VERB ADV ADV CCONJ VERB ADV PUNCT VERB CCONJ ADJ,1.0,The figure sitting on its far side was a man [PET_BOUNDARY] wearing sand - coloured trousers [PET_BOUNDARY] and a red shirt ; he had reddish - brown hair brushed straight back and looked square - shouldered and sturdy.,0,,,,,,,
475,475.0,19879,30121,How could the balance be restored without again taking the two balls out of the box?,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,out of the box,literal,identical,ADV VERB DET NOUN VERB VERB ADP ADV VERB DET NUM NOUN ADP ADP DET NOUN,1.0,How could the balance be restored without again taking the two balls [PET_BOUNDARY] out of the box? [PET_BOUNDARY],0,,,,,,,
488,488.0,22221,33311,Works worthy of the National Library of Australia in Canberra or Sydney's Mitchell Library include views of Botany Bay and Port Jackson by William Westall from Mathew Flinders ' voyage and watercolours of rare Australian birds by Lewin.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0,rare bird,literal,combined-inflection,NOUN ADJ ADP DET PROPN PROPN ADP PROPN ADP PROPN CCONJ PROPN PROPN PROPN VERB NOUN ADP PROPN PROPN CCONJ PROPN PROPN ADP PROPN PROPN ADP PROPN PROPN PART NOUN CCONJ NOUN ADP ADJ ADJ NOUN ADP PROPN,1.0,Works worthy of the National Library of Australia in Canberra or Sydney's Mitchell Library include views of Botany Bay and Port Jackson by William Westall from Mathew Flinders ' voyage and watercolours of [PET_BOUNDARY] rare Australian birds [PET_BOUNDARY] by Lewin.,0,,,,,,,
561,561.0,8820,14113,"The Prince, arriving back from his trip to Hong Kong, went straight to Highgrove.",0 0 0 0 0 0 0 0 0 0 1 1 0 0,go straight,literal,inflection,DET PROPN VERB ADV ADP ADJ NOUN ADP PROPN PROPN VERB ADV ADP PROPN,1.0,"The Prince, arriving back from his trip to Hong Kong, [PET_BOUNDARY] went straight [PET_BOUNDARY] to Highgrove.",0,,,,,,,
564,564.0,29027,43387,He was wearing black trousers and a beautiful white shirt.,0 0 1 0 1 0 0 0 0 0,wear the trousers,literal,combined-inflection,PRON VERB VERB ADJ NOUN CCONJ DET ADJ ADJ NOUN,1.0,He was [PET_BOUNDARY] wearing black trousers [PET_BOUNDARY] and a beautiful white shirt.,0,,,,,,,
413,413.0,23124,34493,Well I can run three miles.,0 0 0 1 0 1,run a mile,literal,determiner-broad,INTJ PRON VERB VERB NUM NOUN,1.0,Well I can [PET_BOUNDARY] run three miles. [PET_BOUNDARY],0,,,,,,,
771,771.0,10700,16874,"The volume of hot air and waffle is suffocating — and it's all rot, and is doing users no service at all.",0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,hot air,literal,identical,DET NOUN ADP ADJ NOUN CCONJ NOUN VERB VERB PUNCT CCONJ PRON ADV VERB CCONJ VERB VERB NOUN DET NOUN ADV ADV,1.0,"The volume of [PET_BOUNDARY] hot air [PET_BOUNDARY] and waffle is suffocating — and it's all rot, and is doing users no service at all.",0,,,,,,,
754,754.0,18944,28233,The library had nothing on the shelves but the floor was littered with volumes open and lying face down.,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,on the shelf,literal,inflection,DET NOUN VERB NOUN ADP DET NOUN CCONJ DET NOUN VERB VERB ADP NOUN ADJ CCONJ VERB NOUN PART,1.0,The library had nothing [PET_BOUNDARY] on the shelves [PET_BOUNDARY] but the floor was littered with volumes open and lying face down.,0,,,,,,,
793,793.0,10128,15938,We heard the same thing when the Labour Government introduced the Equal Pay Act 1970.,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0,hear things,literal,combined-inflection,PRON VERB DET ADJ NOUN ADV DET PROPN PROPN VERB DET PROPN PROPN PROPN NUM,1.0,We [PET_BOUNDARY] heard the same thing [PET_BOUNDARY] when the Labour Government introduced the Equal Pay Act 1970.,0,,,,,,,
65,65.0,10103,15909,The A sixty one is is heading due south.,0 0 0 0 0 0 1 0 1,head south,literal,combined-inflection,DET PROPN NUM NOUN VERB VERB VERB ADJ ADV,1.0,The A sixty one is is [PET_BOUNDARY] heading due south. [PET_BOUNDARY],0,,,,,,,
84,84.0,20902,31366,"But there are no workmen available to dig and pick the necessary hole through the bus platform, tar mac, gas pipes and hard core to allow this ecological flow so the matter rests on the bus platform — and keep fit classes are hastily arranged with coughed",0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,pick holes,literal,combined-inflection,CCONJ ADV VERB DET NOUN ADJ PART VERB CCONJ VERB DET ADJ NOUN ADP DET NOUN NOUN NOUN NOUN NOUN NOUN CCONJ ADJ NOUN PART VERB DET ADJ NOUN ADP DET NOUN VERB ADP DET NOUN NOUN PUNCT CCONJ VERB ADJ NOUN VERB ADV VERB ADP ADJ,1.0,"But there are no workmen available to dig and [PET_BOUNDARY] pick the necessary hole [PET_BOUNDARY] through the bus platform, tar mac, gas pipes and hard core to allow this ecological flow so the matter rests on the bus platform — and keep fit classes are hastily arranged with coughed",0,,,,,,,
419,419.0,4002,6044,"And even if you 're parking it in your driveway or close to your home, lock and secure it at all times.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0,close to home,literal,insertion-other,CCONJ ADV ADP PRON VERB VERB PRON ADP ADJ NOUN CCONJ VERB ADP ADJ NOUN VERB CCONJ VERB PRON ADP DET NOUN,1.0,"And even if you 're parking it in your driveway or [PET_BOUNDARY] close to your home, [PET_BOUNDARY] lock and secure it at all times.",0,,,,,,,
817,817.0,13228,20115,"I sat snug in the tooled leather saddle, the reins lying easily in one hand.",0 0 0 1 0 0 0 1 0 0 0 0 0 0 0,in the saddle,literal,insertion-other,PRON VERB VERB ADP DET ADJ NOUN NOUN DET NOUN VERB ADV ADP NUM NOUN,1.0,"I sat snug [PET_BOUNDARY] in the tooled leather saddle, [PET_BOUNDARY] the reins lying easily in one hand.",0,,,,,,,
232,232.0,8040,12621,So we got there and he said right okay you 're the press chappy he's right I 've put your press people over there so while respect Lieutenant Commander that really won't do because everything including the Band of the Royal Marines is between them and the Princess Royal so we argued about this and the compromise eventually was that that everybody would have to stay there until the ceremony started and then we could bring the stills photographers round to the end and up to one side where it was all happening mainly to get a picture of his wife cutting the cake.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0,get the picture,literal,determiner-narrow,ADV PRON VERB ADV CCONJ PRON VERB INTJ INTJ PRON VERB DET NOUN NOUN PRON ADJ PRON VERB VERB ADJ NOUN NOUN ADV ADV ADV ADP NOUN PROPN PROPN ADJ ADV VERB VERB ADP NOUN VERB DET PROPN ADP DET PROPN PROPN VERB ADP PRON CCONJ DET PROPN PROPN ADP PRON VERB ADP DET CCONJ DET NOUN ADV VERB ADP ADP NOUN VERB VERB PART VERB ADV ADP DET NOUN VERB CCONJ ADV PRON VERB VERB DET NOUN NOUN ADV ADP DET NOUN CCONJ ADV PART NUM NOUN ADV PRON VERB DET VERB ADV PART VERB DET NOUN ADP ADJ NOUN VERB DET NOUN,1.0,So we got there and he said right okay you 're the press chappy he's right I 've put your press people over there so while respect Lieutenant Commander that really won't do because everything including the Band of the Royal Marines is between them and the Princess Royal so we argued about this and the compromise eventually was that that everybody would have to stay there until the ceremony started and then we could bring the stills photographers round to the end and up to one side where it was all happening mainly to [PET_BOUNDARY] get a picture [PET_BOUNDARY] of his wife cutting the cake.,0,,,,,,,
509,509.0,27808,41398,"So he suddenly came to a halt at the bottom of this stairs as it turned the corner, with the bottom of the wardrobe rammed into his chest, pinning him to the wall.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,turn the corner,literal,inflection,ADV PRON ADV VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN VERB ADP ADJ NOUN VERB PRON ADP DET NOUN,1.0,"So he suddenly came to a halt at the bottom of this stairs as it [PET_BOUNDARY] turned the corner, [PET_BOUNDARY] with the bottom of the wardrobe rammed into his chest, pinning him to the wall.",0,,,,,,,
