,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
63,659,0,flow,TroFi_ORIGSPLIT,[89 93],TroFi.o.1546,"Steps were being taken , Occidental said , to remove natural gas from the pipelines that flow into Piper .","Steps were being taken , Occidental said , to remove natural gas from the pipelines that [PET_BOUNDARY]flow[PET_BOUNDARY]flow",,,,,,,,,
665,1139,0,targeting,TroFi_ORIGSPLIT,[126 135],TroFi.o.3589,"Moreover , it could eliminate U.S. dependency on overseas bases , since the lasers would be based on U.S. terra firma and the targeting systems would be space-based .","Moreover , it could eliminate U.S. dependency on overseas bases , since the lasers would be based on U.S. terra firma and the [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting",,,,,,,,,
318,1239,0,rain,TroFi_ORIGSPLIT,[46 50],TroFi.o.2670,"`` When it does n't rain on my land , it will rain on my brother 's , '' says Antonio Avina .","`` When it does n't rain on my land , it will [PET_BOUNDARY]rain[PET_BOUNDARY]rain",,,,,,,,,
773,813,0,killed,TroFi_ORIGSPLIT,[155 161],TroFi.o.1878,A $ 41 million settlement has been reached on all claims stemming from the 1987 collapse of the apartment complex L'Ambiance Plaza in which 28 people were killed .,A $ 41 million settlement has been reached on all claims stemming from the 1987 collapse of the apartment complex L'Ambiance Plaza in which 28 people were [PET_BOUNDARY]killed[PET_BOUNDARY]killed,,,,,,,,,
698,1289,0,examines,TroFi_ORIGSPLIT,[32 40],TroFi.o.1139,"In other sections , Col. Elting examines the telegraph , map-making , military intelligence and counterintelligence , the importance of flags and banners and of drums and trumpets .","In other sections , Col. Elting [PET_BOUNDARY]examines[PET_BOUNDARY]examines",,,,,,,,,
484,1509,0,drinking,TroFi_ORIGSPLIT,[23 31],TroFi.o.802,"It is Babe who ends up drinking too much because she never wins her battles against family convention and it is Babe who comes to an early , tragic end .",It is Babe who ends up [PET_BOUNDARY]drinking[PET_BOUNDARY]drinking,,,,,,,,,
717,1197,0,attacked,TroFi_ORIGSPLIT,[107 115],TroFi.o.179,"Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces attacked 10 Iranian towns .","Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked",,,,,,,,,
12,1099,0,melting,TroFi_ORIGSPLIT,[78 85],TroFi.o.2200,"But the judge 's opinion said that the agitator for the vacuum cleaner `` was melting '' and `` making a loud noise , the foot pedal handle release was breaking and the vacuums were not equipped with a steel-encased motor as had been advertised to the trade , but rather with a less desirable and less reliable '' motor .",But the judge 's opinion said that the agitator for the vacuum cleaner `` was [PET_BOUNDARY]melting[PET_BOUNDARY]melting,,,,,,,,,
449,805,0,lent,TroFi_ORIGSPLIT,[110 114],TroFi.o.2156,Standard Chartered sought the investigation last February following press speculation that the bank illegally lent money to buyers of its shares to ward off Lloyds 's # 1.27 billion -LRB- $ 2.25 billion -RRB- bid .,Standard Chartered sought the investigation last February following press speculation that the bank illegally [PET_BOUNDARY]lent[PET_BOUNDARY]lent,,,,,,,,,
893,396,0,raining,TroFi_ORIGSPLIT,[27 34],TroFi.o.2689,"For one thing , it started raining again in mid-July .","For one thing , it started [PET_BOUNDARY]raining[PET_BOUNDARY]raining",,,,,,,,,
810,1419,0,drinking,TroFi_ORIGSPLIT,[131 139],TroFi.o.796,"Every night at the Dukakis hotel , the Hyatt Regency , the New York and Washington reporters and the Dukakis people intermingled , drinking till three or four in the morning .","Every night at the Dukakis hotel , the Hyatt Regency , the New York and Washington reporters and the Dukakis people intermingled , [PET_BOUNDARY]drinking[PET_BOUNDARY]drinking",,,,,,,,,
730,1399,0,fly,TroFi_ORIGSPLIT,[52 55],TroFi.o.1631,"Armand Hammer , chairman of Occidental , planned to fly to Scotland to check out the situation for himself .","Armand Hammer , chairman of Occidental , planned to [PET_BOUNDARY]fly[PET_BOUNDARY]fly",,,,,,,,,
592,1259,0,destroy,TroFi_ORIGSPLIT,[81 88],TroFi.o.425,He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield .,He testified that he was ordered by the Robins former general counsel in 1975 to [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy,,,,,,,,,
640,17,0,destroy,TroFi_ORIGSPLIT,[77 84],TroFi.o.417,"Because they 're so accurate , cruise missiles can use conventional bombs to destroy targets that only a few years ago required nuclear warheads .","Because they 're so accurate , cruise missiles can use conventional bombs to [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy",,,,,,,,,
314,545,0,drink,TroFi_ORIGSPLIT,[78 83],TroFi.o.785,"U.S. executives in search of global markets have found that the French do n't drink orange juice for breakfast ; that Middle Easterners prefer toothpaste that tastes spicy ; that the Japanese like herbs in their cold medicines , and that laundry detergent is used to wash dishes in parts of Mexico .",U.S. executives in search of global markets have found that the French do n't [PET_BOUNDARY]drink[PET_BOUNDARY]drink,,,,,,,,,
826,99,0,destroyed,TroFi_ORIGSPLIT,[114 123],TroFi.o.490,"This is also true , I believe , with respect to the famous Buddhist university at Nalanda , India , which too was destroyed by the Moslem hordes , who had no respect for others ' learning .","This is also true , I believe , with respect to the famous Buddhist university at Nalanda , India , which too was [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed",,,,,,,,,
857,235,0,flown,TroFi_ORIGSPLIT,[49 54],TroFi.o.1596,A revenue passenger mile is one paying passenger flown one mile .,A revenue passenger mile is one paying passenger [PET_BOUNDARY]flown[PET_BOUNDARY]flown,,,,,,,,,
57,49,0,filled,TroFi_ORIGSPLIT,[58 64],TroFi.o.1245,"The airline said load factor , or the percentage of seats filled , was 39.3 % , up from 37.7 % a year earlier .","The airline said load factor , or the percentage of seats [PET_BOUNDARY]filled[PET_BOUNDARY]filled",,,,,,,,,
55,560,0,melting,TroFi_ORIGSPLIT,[49 56],TroFi.o.2204,"On the Cadillac Eldorado convertibles , water or melting snow dripping onto the window switch assembly when the driver 's door is open could cause an electrical short .","On the Cadillac Eldorado convertibles , water or [PET_BOUNDARY]melting[PET_BOUNDARY]melting",,,,,,,,,
683,1496,0,flying,TroFi_ORIGSPLIT,[23 29],TroFi.o.1692,Smugglers countered by flying low and slow .,Smugglers countered by [PET_BOUNDARY]flying[PET_BOUNDARY]flying,,,,,,,,,
732,1114,0,killed,TroFi_ORIGSPLIT,[104 110],TroFi.o.1949,"What about the recent story that did show a corpse ? -LRB- `` Portrait of Evil , '' was about a man who killed his parents. -RRB-/-RRB-","What about the recent story that did show a corpse ? -LRB- `` Portrait of Evil , '' was about a man who [PET_BOUNDARY]killed[PET_BOUNDARY]killed",,,,,,,,,
771,1512,0,examining,TroFi_ORIGSPLIT,[ 99 108],TroFi.o.1160,"Particularly remarkable in this context are Whistler 's lyrical 1864 depiction of an English woman examining a blue-and-white ceramic vase , which mixes Chinese and Japanese themes , and Monet 's astonishingly brash depiction of his wife in a bright red kimono , surrounded by fans .",Particularly remarkable in this context are Whistler 's lyrical 1864 depiction of an English woman [PET_BOUNDARY]examining[PET_BOUNDARY]examining,,,,,,,,,
295,1665,0,flew,TroFi_ORIGSPLIT,[43 47],TroFi.o.1384,"For the year to date , the airline said it flew 9.51 billion revenue passenger miles , up 27.6 % from 7.45 billion miles a year earlier .","For the year to date , the airline said it [PET_BOUNDARY]flew[PET_BOUNDARY]flew",,,,,,,,,
579,272,0,flew,TroFi_ORIGSPLIT,[3 7],TroFi.o.1386,He flew off in one of his three 707s for long weekends in places like Australia with people like John and Bo Derek .,He [PET_BOUNDARY]flew[PET_BOUNDARY]flew,,,,,,,,,
492,785,0,kicked,TroFi_ORIGSPLIT,[14 20],TroFi.o.1827,"`` I 've been kicked everywhere , '' he says .",`` I 've been [PET_BOUNDARY]kicked[PET_BOUNDARY]kicked,,,,,,,,,
911,0,0,lend,TroFi_ORIGSPLIT,[ 97 101],TroFi.o.2087,"The U.S. Export-Import Bank could assist the Polish transaction , but it 's legally forbidden to lend funds to Romania .","The U.S. Export-Import Bank could assist the Polish transaction , but it 's legally forbidden to [PET_BOUNDARY]lend[PET_BOUNDARY]lend",,,,,,,,,
419,1617,0,lent,TroFi_ORIGSPLIT,[11 15],TroFi.o.2138,"Banks have lent small amounts of gold for decades to borrowers such as jewelers , who use gold in their business .",Banks have [PET_BOUNDARY]lent[PET_BOUNDARY]lent,,,,,,,,,
619,96,0,plant,TroFi_ORIGSPLIT,[115 120],TroFi.o.2356,"The best way to reduce erosion is to lower price supports and target-prices that make it profitable for farmers to plant on marginal , highly erosive low-yielding ground .",The best way to reduce erosion is to lower price supports and target-prices that make it profitable for farmers to [PET_BOUNDARY]plant[PET_BOUNDARY]plant,,,,,,,,,
493,1812,0,touched,TroFi_ORIGSPLIT,[67 74],TroFi.o.3668,"Why `` wait six weeks and get something you have n't picked up and touched , when you can get something equivalent or better today ? '' she asks .",Why `` wait six weeks and get something you have n't picked up and [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
785,169,0,sleep,TroFi_ORIGSPLIT,[ 95 100],TroFi.o.2945,"But most will think , ' Haven 't I got enough to worry about already? ' and fall right back to sleep . ''/''","But most will think , ' Haven 't I got enough to worry about already? ' and fall right back to [PET_BOUNDARY]sleep[PET_BOUNDARY]sleep",,,,,,,,,
333,1950,0,striking,TroFi_ORIGSPLIT,[49 57],TroFi.o.3319,"Pitching a baseball , it was agreed , is akin to striking a golf ball in that it is a complex act that only looks simple .","Pitching a baseball , it was agreed , is akin to [PET_BOUNDARY]striking[PET_BOUNDARY]striking",,,,,,,,,
8,867,0,strike,TroFi_ORIGSPLIT,[145 151],TroFi.o.3259,"Donald Kessler , a project scientist at NASA 's Johnson Space Center , told an international conference on space pollution that a particle could strike and damage a spacecraft .","Donald Kessler , a project scientist at NASA 's Johnson Space Center , told an international conference on space pollution that a particle could [PET_BOUNDARY]strike[PET_BOUNDARY]strike",,,,,,,,,
500,1549,0,fixed,TroFi_ORIGSPLIT,[257 262],TroFi.o.1342,"Less fortunate are cotton growers in Chinandega , ranchers near Leon and other private producers who must operate in the government-controlled formal economy that is ensnared in the red tape of paper work , acreage allotments , distribution regulations and fixed prices .","Less fortunate are cotton growers in Chinandega , ranchers near Leon and other private producers who must operate in the government-controlled formal economy that is ensnared in the red tape of paper work , acreage allotments , distribution regulations and [PET_BOUNDARY]fixed[PET_BOUNDARY]fixed",,,,,,,,,
439,111,0,rains,TroFi_ORIGSPLIT,[39 44],TroFi.o.2698,"Mr. Syiem says there are times when it rains heavily , day and night , for two weeks running .",Mr. Syiem says there are times when it [PET_BOUNDARY]rains[PET_BOUNDARY]rains,,,,,,,,,
546,1439,0,ate,TroFi_ORIGSPLIT,[20 23],TroFi.o.112,Plus a man who once ate an entire plane piece by piece .,Plus a man who once [PET_BOUNDARY]ate[PET_BOUNDARY]ate,,,,,,,,,
241,878,0,planted,TroFi_ORIGSPLIT,[121 128],TroFi.o.2410,"Thus , such basic camouflage measures as false runways made of painted plastic strips , dummy buildings and planes , sod planted on concrete buildings , reforestation and the like could lead him to drop his bombs in the wrong place .","Thus , such basic camouflage measures as false runways made of painted plastic strips , dummy buildings and planes , sod [PET_BOUNDARY]planted[PET_BOUNDARY]planted",,,,,,,,,
507,614,0,fly,TroFi_ORIGSPLIT,[76 79],TroFi.o.1664,`` It takes time to move them through the training and to get them ready to fly . ''/'',`` It takes time to move them through the training and to get them ready to [PET_BOUNDARY]fly[PET_BOUNDARY]fly,,,,,,,,,
560,325,0,rolled,TroFi_ORIGSPLIT,[88 94],TroFi.o.2902,"The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , rolled off the production line last week .","The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , [PET_BOUNDARY]rolled[PET_BOUNDARY]rolled",,,,,,,,,
512,1894,0,lend,TroFi_ORIGSPLIT,[182 186],TroFi.o.2056,"Changes in Florida Federal 's rate on its Liquidity Plus money market account are linked to a seven-day average for the federal funds rate , which is the rate on reserves that banks lend one another overnight .","Changes in Florida Federal 's rate on its Liquidity Plus money market account are linked to a seven-day average for the federal funds rate , which is the rate on reserves that banks [PET_BOUNDARY]lend[PET_BOUNDARY]lend",,,,,,,,,
462,1928,0,fixes,TroFi_ORIGSPLIT,[31 36],TroFi.o.1363,"The non-OPEC group 's proposal fixes different cuts for each participant for the months of May and June -- then to be re-evaluated -- as follows: Mexico , 68 , 000 barrels a day ; Egypt , 22 , 500 ; Oman , 27 , 500 ; China , 30 , 000 ; Angola , 20 , 000 , and Malaysia , 15 , 000 .",The non-OPEC group 's proposal [PET_BOUNDARY]fixes[PET_BOUNDARY]fixes,,,,,,,,,
663,690,0,die,TroFi_ORIGSPLIT,[50 53],TroFi.o.533,"Every day this legislation is delayed , 25 people die in needless pain that could have been relieved with this treatment , which has been used successfully in Britain for years .","Every day this legislation is delayed , 25 people [PET_BOUNDARY]die[PET_BOUNDARY]die",,,,,,,,,
614,851,0,rest,TroFi_ORIGSPLIT,[107 111],TroFi.o.2704,And she recalls Joshua 's reaction to his first week of first grade: `` They do n't give us enough time to rest our heads and our hands . ''/'',And she recalls Joshua 's reaction to his first week of first grade: `` They do n't give us enough time to [PET_BOUNDARY]rest[PET_BOUNDARY]rest,,,,,,,,,
866,1861,0,die,TroFi_ORIGSPLIT,[35 38],TroFi.o.579,"`` That 's not such a young age to die here , '' she says .",`` That 's not such a young age to [PET_BOUNDARY]die[PET_BOUNDARY]die,,,,,,,,,
29,406,0,examine,TroFi_ORIGSPLIT,[15 22],TroFi.o.1080,"If you wish to examine why college costs rise faster than the cost-of-living index , you can start with our libraries .",If you wish to [PET_BOUNDARY]examine[PET_BOUNDARY]examine,,,,,,,,,
380,1600,0,struck,TroFi_ORIGSPLIT,[92 98],TroFi.o.3386,"There , in 1986 , a black youth running for his life from a gang of bat-wielding whites was struck by an automobile and killed .","There , in 1986 , a black youth running for his life from a gang of bat-wielding whites was [PET_BOUNDARY]struck[PET_BOUNDARY]struck",,,,,,,,,
39,722,0,examine,TroFi_ORIGSPLIT,[20 27],TroFi.o.1074,"First , they should examine their systems , especially personal computers , research computers and other end-user systems that operate outside conventional data processing departments , to make sure that only authorized programs can be used and that only authorized people can use the machines either directly or remotely .","First , they should [PET_BOUNDARY]examine[PET_BOUNDARY]examine",,,,,,,,,
