,Unnamed: 0,index,label,sentence,pos,v_index
22575,22575,2398,0,"Locals always urge visitors to discover Helsinki by riding the 3 T tram, a nifty little streetcar that whips past the civic highlights",VERB,8
4624,4624,141,0,"Jonathan Kaye, a Boston real estate developer, sometimes takes a portable to his health club to avoid missing important calls",VERB,17
17148,17148,3692,0,"They should be eating chocolate cake, instead they are bleeding from their souls.'",VERB,3
35088,35088,1082,0,BJ- Titan primarily offers pumping and other services that aim to increase a well's output of oil and gas,VERB,4
31509,31509,867,0,And gang killings -- though still occurring at the rate of several a week -- have declined sharply since the police flooded the streets,VERB,21
1287,1287,168,0,"Now, the pock- marked nightspot is crowded with men drinking arak liquor and slapping dominoes and backgammon pieces on rickety tables",VERB,9
18899,18899,2086,0,""" It's no scarier than stepping out my door at home, "" says Davoru Sperling, a Torah student from the West Bank",VERB,5
15599,15599,2523,0,"Data rooms opened this week, and for each of the eight packages, at least 10 companies plan to examine the information, Mr. Ketelsen said",VERB,18
6648,6648,2165,0,She filled out a report right away,VERB,1
5165,5165,682,0,PARENTS with mildly ill children don't have to miss work under a program initiated for Minneapolis- area employees of Honeywell Inc,VERB,8
23681,23681,3504,0,"Even more inadvertently hilarious is Alexander Godunov, the Soviet defector who used to dance for a living",VERB,13
23077,23077,2900,0,"A talent like his would flourish best in a relatively genteel and restrained political culture -- or, failing that, in a parliamentary system where he could be handed a safe seat and told to stop worrying",VERB,5
27283,27283,5,0,"It rained hard Saturday night along the Gulf Coast, and on Sunday morning the infield at McKechnie Field here was so wet that grounds crewmen were using plastic bottles to scoop up the standing water",VERB,1
6042,6042,1559,0,"The thrift will be able to lend 10% of its assets, or about$ 1.5 billion, to the merchant bank, officials said",VERB,6
18939,18939,2126,0,"The World Wildlife Fund is trying to attack the problem at its source, by working with developing countries to control the poaching and set up wildlife management programs",VERB,7
26818,26818,3277,0,"But far from being cowed, Palestinians are using what little leverage they have to strike back",VERB,14
33432,33432,3163,0,"A new study of Vietnam veterans suggests that most escaped heavy exposure to the poison dioxin, even if they served as ground troops in areas extensively sprayed with the dioxin- containing herbicide Agent Orange",VERB,9
2329,2329,1210,0,"President Reagan issued a list of 107 examples of "" wasteful "" spending approved by Congress last December, but backed away from his earlier vow to formally ask Congress to strike them from the fiscal 1988 budget",VERB,30
7322,7322,2839,0,"Mr. Tassin's new team will be filled out by Stephen Gardner, 28, and Christopher Kreidler, 24, who were hired during the past year to work with the group",VERB,6
2216,2216,1097,0,Cabot Medical Corp. said it received approval from the Food and Drug Administration to market a new pump that simplifies a diagnostic procedure for examining the uterus,VERB,24
2499,2499,1380,0,"And on March 3, Seven Days, a weekly, will begin distributing 50, 000 free copies to specially targeted Manhattan residents with a median income of$ 63, 000",VERB,17
20158,20158,3345,0,"Long- term interest rates will plummet to their lowest level in 25 years as fears evaporate about swollen budget deficits, rising inflation and an over- leveraged corporate America",VERB,15
32533,32533,1891,0,"Now, to persuade more men to drink diet Coke, Coca- Cola Co. is enlisting professional football players",VERB,6
4078,4078,2959,0,"The reservoir, used mostly for agriculture, is the source of the artesian wells that allowed oases to flourish along the coast for hundreds of years",VERB,17
20485,20485,3672,0,"With its strength in the Old South, the Rocky Mountain and northern plains states and such dependable GOP bastions as Indiana, the party can absorb some losses and still accumulate close to 200 electoral votes",VERB,24
19439,19439,2626,0,It really is a shame the famous old astrologer and Reagan friend Carroll Righter died last week and missed all this,VERB,18
12717,12717,3005,0,It's a step designed to get around potential subpoena limitations by enabling lawyers to examine Seattle witnesses from here,VERB,14
1492,1492,373,0,"Care Enterprises Inc., a financially troubled nursing home operator, said negotiations with its banks are continuing for further extensions and waivers of loan covenant violations involving a$ 5 million principal payment that it missed last Friday",VERB,33
14112,14112,663,0,""" If the S& P would' ve closed, sell orders would' ve flooded New York "" and sent the stock market sharply lower, said one harried trader overlooking the raucous S& P trading pit",VERB,12
4197,4197,3078,0,A revenue passenger mile is one paying passenger flown one mile,VERB,8
33935,33935,3666,0,"As Eliot wrote: "" In a warm haze, the sultry light is absorbed, not refracted, by grey stone.... "" and flowers do indeed "" sleep in empty silence.'",VERB,12
28980,28980,2075,0,"Lord Bryce noted in 1888, "" The conjunction of the forces of rank, wealth, knowledge, and intellect "" in a great metropolis like New York "" makes such a city a sort of foundry, "" a key place where "" opinion is melted and cast, "" and "" easily and swiftly propagated and diffused throughout the country.'",VERB,42
18137,18137,1324,0,"They claim that colon cancer, which strikes more than 100, 000 Americans a year, occurs only in people who inherit a particular gene from their parents that predisposes them to the cancer",VERB,6
26337,26337,2796,0,"One can not help but be absorbed by portions of Mr. Bouwsma's diligent labor, but readers should be warned that the Calvin of this book is presented not as a dramatic heretic, but as a rather schematic schismatic",VERB,6
34278,34278,272,0,"They won't let her use her own stove or refrigerator, so she cooks and eats meals at a neighbor's",VERB,14
24684,24684,770,0,"I confess I fear word will get out that "" the man in the green house is a soft touch "" -- and that I will soon have several "" Clints "" knocking on my door",VERB,32
24843,24843,929,0,"Army and medical rescue teams reached stricken Chinese villages in a remote area near Burma, where an earthquake Sunday killed more than 900 people",VERB,19
12249,12249,2537,0,"The first jury, which included two Japanese, quickly tossed out a statue of a French flag topped by the red ball from the Japanese flag, a statue of the bottom part of a man's head with a bunch of ladders sticking out the top, a mammoth mechanical lotus flower, scores of giant TV screens, and dozens of assorted towers, including one with gardens planted in a spiral up the middle",VERB,63
17017,17017,3561,0,"THE DC-10 ROSE from a runway at Chicago's O'Hare Airport, slowly rolled over onto its back and hit the ground, killing everyone aboard",VERB,11
13035,13035,3323,0,"Then, examining supervisors' performance ratings of managers and professionals in a large manufacturing company, they found the married men consistently drawing higher performance ratings than comparable single men and far more likely to be promoted into higher paying jobs",VERB,1
17852,17852,1039,0,"But that hasn't occurred; meanwhile, it may be a healthy thing that politicians are on notice that character issues may be more deeply examined",VERB,23
27819,27819,541,0,"If the Mulheren case does go forward, Mr. Puccio, a partner at Milbank, Tweed, Hadley& McCloy, would likely become the first defense lawyer to cross- examine Mr. Boesky, a role that would guarantee Mr. Puccio enormous media attention",VERB,25
3284,3284,2165,0,She filled out a report right away,VERB,1
30036,30036,3131,0,"The astronauts also grew samples of proteins used in AIDS and cancer research that are difficult to make on Earth, but which may flourish under near- weightless conditions",VERB,23
17604,17604,791,0,Also targeted for cuts would be IBM's payroll and products,VERB,1
29429,29429,2524,0,"Zero makes cases, cabinets and cooling equipment for the electronics industry and industrial and consumer use",VERB,5
15679,15679,2603,0,"Says Mr. Craver: "" They should have painted the anti- smokers as a gaggle of do- gooders who lived in air- conditioned penthouses, ate brie, drank Chablis and were out of touch with ordinary Americans.'",VERB,25
