,label,expression,dataset,position,id,context,text
339,0,lend,TroFi_ORIGSPLIT,[80 84],TroFi.o.2050,"Among short-term interest rates , the rate on federal funds , or reserves banks lend each other overnight , averaged 6.81 % , according to Fulton Prebon -LRB- U.S.A -RRB- .","Among short-term interest rates , the rate on federal funds , or reserves banks [PET_BOUNDARY]lend[PET_BOUNDARY]lend"
750,0,ate,TroFi_ORIGSPLIT,[65 68],TroFi.o.114,"Still , they did n't go quite as far as one Himalayan bear -- it ate the camera .","Still , they did n't go quite as far as one Himalayan bear -- it [PET_BOUNDARY]ate[PET_BOUNDARY]ate"
1213,0,pumping,TroFi_ORIGSPLIT,[172 179],TroFi.o.2629,"Harvey D. White , an Auckland cardiologist , found that `` no dramatic difference '' emerged from a small study comparing TPA with streptokinase in preserving the heart 's pumping power and in prolonging survival following a first heart attack .","Harvey D. White , an Auckland cardiologist , found that `` no dramatic difference '' emerged from a small study comparing TPA with streptokinase in preserving the heart 's [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping"
407,0,riding,TroFi_ORIGSPLIT,[ 7 13],TroFi.o.2821,"Though riding the luge is a fairly dangerous sport , the scariest moment for the Philippines ' Mr. Ocampo came a week before the Olympics when his credentials to participate were temporarily blocked by Philippine bureaucrats .",Though [PET_BOUNDARY]riding[PET_BOUNDARY]riding
480,0,resting,TroFi_ORIGSPLIT,[91 98],TroFi.o.2740,"Three weeks after suffering one heart attack last November , 46-year-old Bill Peterson was resting at a St. Louis hospital when he was suddenly gripped by the chest-crushing pain of a second .","Three weeks after suffering one heart attack last November , 46-year-old Bill Peterson was [PET_BOUNDARY]resting[PET_BOUNDARY]resting"
1782,0,lending,TroFi_ORIGSPLIT,[48 55],TroFi.o.2122,"The constitutions of our states commonly forbid lending the credit of the state to private firms , although in recent years tax-abatement and industrial-development incentives have been common exceptions to the general rule .",The constitutions of our states commonly forbid [PET_BOUNDARY]lending[PET_BOUNDARY]lending
1117,0,fly,TroFi_ORIGSPLIT,[ 9 12],TroFi.o.1637,Cats can fly .,Cats can [PET_BOUNDARY]fly[PET_BOUNDARY]fly
896,0,drink,TroFi_ORIGSPLIT,[49 54],TroFi.o.784,"Today , the upper ranks of English society still drink Pimm 's , though in weather that is rather damper and at contests somewhat tamer: the Ascot horse races , the Wimbledon tennis tournament , the Henley rowing regatta .","Today , the upper ranks of English society still [PET_BOUNDARY]drink[PET_BOUNDARY]drink"
1154,0,kill,TroFi_ORIGSPLIT,[139 143],TroFi.o.1850,"Asked why he does n't trust the Sandinistas , he snaps , `` I do n't even have confidence in my own commandos , because any day they might kill me . ''/''","Asked why he does n't trust the Sandinistas , he snaps , `` I do n't even have confidence in my own commandos , because any day they might [PET_BOUNDARY]kill[PET_BOUNDARY]kill"
243,0,missing,TroFi_ORIGSPLIT,[30 37],TroFi.o.2340,"`` That does n't stop us from missing Brian , of course . ''/''",`` That does n't stop us from [PET_BOUNDARY]missing[PET_BOUNDARY]missing
424,0,missed,TroFi_ORIGSPLIT,[22 28],TroFi.o.2281,"Short sellers `` have missed some points '' about CopyTele , says Mr. Maxwell , who bought the stock at 9 3 4 .",Short sellers `` have [PET_BOUNDARY]missed[PET_BOUNDARY]missed
869,0,die,TroFi_ORIGSPLIT,[29 32],TroFi.o.521,About 25 % of those children die of liver cancer or cirrhosis .,About 25 % of those children [PET_BOUNDARY]die[PET_BOUNDARY]die
1185,0,rolled,TroFi_ORIGSPLIT,[68 74],TroFi.o.2908,"`` Jeez , '' you can just hear Joe Exec sighing , his shirt-sleeves rolled up , his arms buried deep in the trash , `` there must be something in here we can salvage . ''/''","`` Jeez , '' you can just hear Joe Exec sighing , his shirt-sleeves [PET_BOUNDARY]rolled[PET_BOUNDARY]rolled"
1183,0,stuck,TroFi_ORIGSPLIT,[ 98 103],TroFi.o.3433,"What 's more , the trucks he is pushing have a checkered history: Early versions broke down , got stuck in the mud and languished in fields waiting to be fixed .","What 's more , the trucks he is pushing have a checkered history: Early versions broke down , got [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck"
1125,0,dance,TroFi_ORIGSPLIT,[283 288],TroFi.o.357,"In his own weird way , Mr. Waters has captured the gleeful garishness of the early '60s , when high-school girls wore demure bows in their ratted hair and deadened their lips with palest pink lip gloss -- and believed that racial harmony was inevitable if teens of all flavors could dance together on TV .","In his own weird way , Mr. Waters has captured the gleeful garishness of the early '60s , when high-school girls wore demure bows in their ratted hair and deadened their lips with palest pink lip gloss -- and believed that racial harmony was inevitable if teens of all flavors could [PET_BOUNDARY]dance[PET_BOUNDARY]dance"
1567,0,sleep,TroFi_ORIGSPLIT,[88 93],TroFi.o.2954,"Her daughter demanded that she keep silent , telling her , `` You wo n't have a home to sleep in if you say anything about this . ''/''","Her daughter demanded that she keep silent , telling her , `` You wo n't have a home to [PET_BOUNDARY]sleep[PET_BOUNDARY]sleep"
425,0,pour,TroFi_ORIGSPLIT,[271 275],TroFi.o.2506,"It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family: an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- `` champers , '' as he prefers to call it -- for the four of them .","It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family: an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to [PET_BOUNDARY]pour[PET_BOUNDARY]pour"
434,0,rolling,TroFi_ORIGSPLIT,[57 64],TroFi.o.2923,"Two motorcycles , nine cars and vans , and two buses are rolling resolutely to the next stop , the Regency Shopping Mall next door to a muffler shop -- and , please , we already thought of the `` Midasize him ! `` line .","Two motorcycles , nine cars and vans , and two buses are [PET_BOUNDARY]rolling[PET_BOUNDARY]rolling"
164,0,smooths,TroFi_ORIGSPLIT,[40 47],TroFi.o.3052,"While Abideen reminisces , Abegi 's son smooths the sand to make a table and serves the simple , traditional meal that is all their hard life affords: a flat cake of mixed grains and a drink made of crumbled goat cheese , crushed dates and water .","While Abideen reminisces , Abegi 's son [PET_BOUNDARY]smooths[PET_BOUNDARY]smooths"
212,0,flow,TroFi_ORIGSPLIT,[21 25],TroFi.o.1549,"These electrons then flow back and forth from one silicon layer to the other , creating an electric field whose current can be tapped .",These electrons then [PET_BOUNDARY]flow[PET_BOUNDARY]flow
14,0,grasping,TroFi_ORIGSPLIT,[15 23],TroFi.o.1778,"She was really grasping at everyone '' who could make her feel better about his safety , Ms. Crispen said .",She was really [PET_BOUNDARY]grasping[PET_BOUNDARY]grasping
1959,0,filling,TroFi_ORIGSPLIT,[138 145],TroFi.o.1263,"Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead filling racks with store brands .","Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead [PET_BOUNDARY]filling[PET_BOUNDARY]filling"
717,0,lending,TroFi_ORIGSPLIT,[18 25],TroFi.o.2126,"Yet in Arkansas , lending to small local businesses is the bank 's primary mission .","Yet in Arkansas , [PET_BOUNDARY]lending[PET_BOUNDARY]lending"
1545,0,strike,TroFi_ORIGSPLIT,[258 264],TroFi.o.3274,"It has become popular for West German conservatives , for example , to argue that the treaty strategically `` singularizes '' their country by virtue of the fact that after INF reductions , shorter-range Soviet missiles in East Germany will still be able to strike targets in West Germany .","It has become popular for West German conservatives , for example , to argue that the treaty strategically `` singularizes '' their country by virtue of the fact that after INF reductions , shorter-range Soviet missiles in East Germany will still be able to [PET_BOUNDARY]strike[PET_BOUNDARY]strike"
898,0,drink,TroFi_ORIGSPLIT,[186 191],TroFi.o.786,"Walter Single , a recovering alcoholic , recalls that on a daily diet of nine pints of Wild Irish Rose , he still was able `` to function well enough to panhandle the money he needed to drink all day and still have enough left for a wake-up in the morning . ''/''","Walter Single , a recovering alcoholic , recalls that on a daily diet of nine pints of Wild Irish Rose , he still was able `` to function well enough to panhandle the money he needed to [PET_BOUNDARY]drink[PET_BOUNDARY]drink"
641,0,riding,TroFi_ORIGSPLIT,[68 74],TroFi.o.2820,This might include such cream-puff outings as hiking in the Alps or riding elephants in Thailand .,This might include such cream-puff outings as hiking in the Alps or [PET_BOUNDARY]riding[PET_BOUNDARY]riding
745,0,pumping,TroFi_ORIGSPLIT,[232 239],TroFi.o.2654,"Two doctors from Pittsburgh raced by private jet to the Midwest to retrieve it ; on return , bad weather kept their plane circling over Pittsburgh for an hour and a half while Mr. McGowan , his chest opened and a heart-lung machine pumping his blood , lay on the operating table .","Two doctors from Pittsburgh raced by private jet to the Midwest to retrieve it ; on return , bad weather kept their plane circling over Pittsburgh for an hour and a half while Mr. McGowan , his chest opened and a heart-lung machine [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping"
1210,0,missing,TroFi_ORIGSPLIT,[44 51],TroFi.o.2319,"In nine seconds two men were dead , one was missing and presumed so , and three young women -- Mrs. Charles H. Roy , Mrs. Robert A. Anderson , Mrs. David E. Stenstrom -- were left widows .","In nine seconds two men were dead , one was [PET_BOUNDARY]missing[PET_BOUNDARY]missing"
721,0,planted,TroFi_ORIGSPLIT,[ 93 100],TroFi.o.2409,"This week , analysts are also beginning to trim their production estimates of the wheat crop planted this spring in the Northern Plains states .","This week , analysts are also beginning to trim their production estimates of the wheat crop [PET_BOUNDARY]planted[PET_BOUNDARY]planted"
1599,0,destroyed,TroFi_ORIGSPLIT,[31 40],TroFi.o.496,"`` This memo was withdrawn and destroyed and someone got it by going through our trash and resurrecting it , '' the EDS spokesman said .",`` This memo was withdrawn and [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed
1634,0,fix,TroFi_ORIGSPLIT,[87 90],TroFi.o.1300,"Ford will recall 103 , 000 1986 Aerostar , Bronco II , and Ranger SuperCab vehicles to fix an electrical problem in vehicles equipped with front power lumbar seats .","Ford will recall 103 , 000 1986 Aerostar , Bronco II , and Ranger SuperCab vehicles to [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
1161,0,kill,TroFi_ORIGSPLIT,[54 58],TroFi.o.1859,"In Beirut , the pro-Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner .","In Beirut , the pro-Iranian group Jihad threatened to [PET_BOUNDARY]kill[PET_BOUNDARY]kill"
912,0,flown,TroFi_ORIGSPLIT,[58 63],TroFi.o.1611,"The fare restructuring , aimed at tying prices to mileage flown , apparently will wipe away many of the bargain-basement fares currently available to leisure travelers , and make it likely that those travelers will pay $ 10 to $ 30 more on most fares .","The fare restructuring , aimed at tying prices to mileage [PET_BOUNDARY]flown[PET_BOUNDARY]flown"
1138,0,absorb,TroFi_ORIGSPLIT,[138 144],TroFi.o.32,Mr. Gallas says he began looking into melanin about five years ago when he was working on solar energy and was looking for materials that absorb sunlight .,Mr. Gallas says he began looking into melanin about five years ago when he was working on solar energy and was looking for materials that [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb
730,0,pumping,TroFi_ORIGSPLIT,[21 28],TroFi.o.2647,"The company has been pumping gas in Houston for more than 25 years , but is classified in the area as a non-major , with a market share of just 2.6 % , according to Whitney Leigh .",The company has been [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping
1369,0,pumping,TroFi_ORIGSPLIT,[77 84],TroFi.o.2642,Other investigators say faulty idling valves can make cars surge by suddenly pumping extra air into the engines .,Other investigators say faulty idling valves can make cars surge by suddenly [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping
1445,0,filled,TroFi_ORIGSPLIT,[77 83],TroFi.o.1252,"The regional carrier said load factor , or the percentage of available seats filled , decreased to 43 % from 44 % in October 1987 .","The regional carrier said load factor , or the percentage of available seats [PET_BOUNDARY]filled[PET_BOUNDARY]filled"
1429,0,fix,TroFi_ORIGSPLIT,[64 67],TroFi.o.1297,Dealers said the volume of selling orders made it impossible to fix the closing prices .,Dealers said the volume of selling orders made it impossible to [PET_BOUNDARY]fix[PET_BOUNDARY]fix
812,0,targeted,TroFi_ORIGSPLIT,[106 114],TroFi.o.3557,"Terry Knowles , special agent in charge of the Sacramento FBI office , declined to say why California was targeted or provide other details .","Terry Knowles , special agent in charge of the Sacramento FBI office , declined to say why California was [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted"
571,0,destroyed,TroFi_ORIGSPLIT,[152 161],TroFi.o.456,"And Mr. Gorbachev 's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are destroyed , Mr. Chalmers says .",And Mr. Gorbachev 's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed
