,Unnamed: 0,text,label
938,130,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1
852,1966,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .",1
224,4008,the film has the courage of its convictions and excellent performances on its side .,1
199,2052,"a witty , whimsical feature debut .",1
748,3215,"a thoroughly engaging , surprisingly touching british comedy .",1
1008,3889,where bowling for columbine is at its most valuable is in its examination of america's culture of fear as a root cause of gun violence .,1
675,3579,"it's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .",1
301,4878,a remarkable film by bernard rose .,1
666,1515,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .,1
575,3907,"'a fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",1
678,3112,"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle .",1
970,110,a feel-good picture in the best sense of the term .,1
989,221,the dangerous lives of altar boys' take on adolescence feels painfully true .,1
313,405,"it's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",1
208,1435,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",1
407,1467,"the draw [for "" big bad love "" ] is a solid performance by arliss howard .",1
169,5266,[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,1
569,5221,"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",1
245,5265,you never know where changing lanes is going to take you but it's a heck of a ride . samuel l . jackson is one of the best actors there is .,1
436,43,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",1
835,3178,beautiful to watch and holds a certain charm .,1
738,1921,easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,1
1080,529,the smartest bonehead comedy of the summer .,1
486,4291,"those moviegoers who would automatically bypass a hip-hop documentary should give "" scratch "" a second look .",1
454,5168,"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",1
431,1642,adaptation is intricately constructed and in a strange way nails all of orlean's themes without being a true adaptation of her book .,1
883,2939,"the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude .",1
850,3784,"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance .",1
247,2309,"a funny and well-contructed black comedy where the old adage "" be careful what you wish for "" is given a full workout .",1
867,546,"a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills .",1
1025,2731,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1
985,3661,"a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist's career .",1
647,1187,falls neatly into the category of good stupid fun .,1
1096,2595,"a brisk , reverent , and subtly different sequel .",1
578,2937,"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",1
606,4396,"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom  handguns , bmws and seaside chateaus .",1
1092,3826,it grabs you in the dark and shakes you vigorously for its duration .,1
270,678,what jackson has accomplished here is amazing on a technical level .,1
822,59,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",1
920,3698,"it's a smartly directed , grown-up film of ideas .",1
311,786,worth the effort to watch .,1
489,3947,"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i don't think that a . c . will help this movie one bit .",1
